paper_id,material_base,pa6_pct,glass_fiber_pct,graphite_pct,mos2_pct,pa66_pct,other_ingredients,other_ingredients_wt_pct,load_N,speed_ms,distance_m,PV_factor,counterface,test_type,environment,humidity_pct,temperature_C,fabrication,COF,wear_rate_mm3Nm,wear_volume_mm3,mass_loss_mg,contact_temp_C,source_doi,extraction_method,confidence,notes,date_added
GFRPA6PV2023,PA6,57,43,0,0,0,,,50,0.613,55.13,0.390,other,PoD,dry,50,25,injection,0.795,0.006569,18.092,23.7,,10.1016/j.triboint.2023.109059,table,high,Module 1 load sweep; PA6 + 25 vol% (~43 wt%) GF pin vs SiC grit 200 sandpaper; 300 rpm (0.613 m/s); Table 5 & Table 7,2026-09-01
GFRPA6PV2023,PA6,100,0,0,0,0,,,50,0.817,73.51,0.520,other,PoD,dry,50,25,injection,0.794,0.007391,27.168,30.7,,10.1016/j.triboint.2023.109059,table,high,Module 2 speed sweep; pure PA6 pin vs SiC grit 200 sandpaper; 400 rpm (0.817 m/s); 50 N; Table 6 & Table 7,2026-09-01
GFRPA6PV2023,PA6,100,0,0,0,0,,,50,1.225,110.27,0.780,other,PoD,dry,50,25,injection,0.771,0.012728,70.177,79.3,,10.1016/j.triboint.2023.109059,table,high,Module 2 speed sweep; pure PA6 pin vs SiC grit 200 sandpaper; 600 rpm (1.225 m/s); 50 N; Table 6 & Table 7,2026-09-01
GFRPA6PV2023,PA6,100,0,0,0,0,,,50,1.634,147.03,1.041,other,PoD,dry,50,25,injection,0.764,0.022234,163.451,184.7,,10.1016/j.triboint.2023.109059,table,high,Module 2 speed sweep; pure PA6 pin vs SiC grit 200 sandpaper; 800 rpm (1.634 m/s); 50 N; Table 6 & Table 7,2026-09-01
GFRPA6PV2023,PA6,100,0,0,0,0,,,50,2.042,183.78,1.301,other,PoD,dry,50,25,injection,0.741,0.026859,246.814,278.9,,10.1016/j.triboint.2023.109059,table,high,Module 2 speed sweep; pure PA6 pin vs SiC grit 200 sandpaper; 1000 rpm (2.042 m/s); 50 N; Table 6 & Table 7,2026-09-01
GFRPA6PV2023,PA6,57,43,0,0,0,,,50,0.817,73.51,0.520,other,PoD,dry,50,25,injection,0.776,0.005877,21.603,28.3,,10.1016/j.triboint.2023.109059,table,high,Module 2 speed sweep; PA6 + 25 vol% (~43 wt%) GF pin vs SiC grit 200 sandpaper; 400 rpm (0.817 m/s); 50 N; Table 6 & Table 7,2026-09-01
GFRPA6PV2023,PA6,57,43,0,0,0,,,50,1.225,110.27,0.780,other,PoD,dry,50,25,injection,0.735,0.006521,35.954,47.1,,10.1016/j.triboint.2023.109059,table,high,Module 2 speed sweep; PA6 + 25 vol% (~43 wt%) GF pin vs SiC grit 200 sandpaper; 600 rpm (1.225 m/s); 50 N; Table 6 & Table 7,2026-09-01
GFRPA6PV2023,PA6,57,43,0,0,0,,,50,1.634,147.03,1.041,other,PoD,dry,50,25,injection,0.727,0.008484,62.366,81.7,,10.1016/j.triboint.2023.109059,table,high,Module 2 speed sweep; PA6 + 25 vol% (~43 wt%) GF pin vs SiC grit 200 sandpaper; 800 rpm (1.634 m/s); 50 N; Table 6 & Table 7,2026-09-01
GFRPA6PV2023,PA6,57,43,0,0,0,,,50,2.042,183.78,1.301,other,PoD,dry,50,25,injection,0.714,0.018376,168.854,221.2,,10.1016/j.triboint.2023.109059,table,high,Module 2 speed sweep; PA6 + 25 vol% (~43 wt%) GF pin vs SiC grit 200 sandpaper; 1000 rpm (2.042 m/s); 50 N; Table 6 & Table 7,2026-09-01
GNPCFPBO2019,PA66,0,0,0,0,100,,,35,0.0419,70,,alumina,PoD,dry,,23,injection,0.42,2.98e-04,0.73,,,10.1016/j.compositesb.2019.01.014,mixed,high,Unfilled PA66 vs 3 mm radius ceramic ball; load 35 N; speed 100 rpm (0.0419 m/s); distance 70 m; Table 2 & Fig. 1,2026-09-01
GNPCFPBO2019,PA66,0,0,0,0,90,CF,10,35,0.0419,70,,alumina,PoD,dry,,23,injection,0.085,1.43e-04,0.35,,,10.1016/j.compositesb.2019.01.014,mixed,high,PA66 + 10 wt% CF vs 3 mm radius ceramic ball; load 35 N; speed 100 rpm (0.0419 m/s); distance 70 m; Table 2 & Fig. 2,2026-09-01
GNPCFPBO2019,PA66,0,0,0,0,99.9,GnP,0.1,35,0.0419,70,,alumina,PoD,dry,,23,injection,0.071,6.94e-05,0.17,,,10.1016/j.compositesb.2019.01.014,mixed,high,PA66 + 0.1 wt% GnP vs 3 mm radius ceramic ball; load 35 N; speed 100 rpm (0.0419 m/s); distance 70 m; Table 2 & Fig. 1,2026-09-01
GNPCFPBO2019,PA66,0,0,0,0,99.7,GnP,0.3,35,0.0419,70,,alumina,PoD,dry,,23,injection,0.082,1.31e-04,0.32,,,10.1016/j.compositesb.2019.01.014,mixed,high,PA66 + 0.3 wt% GnP vs 3 mm radius ceramic ball; load 35 N; speed 100 rpm (0.0419 m/s); distance 70 m; Table 2 & Fig. 1,2026-09-01
GNPCFPBO2019,PA66,0,0,0,0,89.9,CF; GnP,10; 0.1,35,0.0419,70,,alumina,PoD,dry,,23,injection,0.062,6.12e-05,0.15,,,10.1016/j.compositesb.2019.01.014,mixed,high,PA66 + 10 wt% CF + 0.1 wt% GnP vs 3 mm radius ceramic ball; load 35 N; speed 100 rpm (0.0419 m/s); distance 70 m; Table 2 & Fig. 3,2026-09-01
GNPCFPBO2019,PA66,0,0,0,0,89.7,CF; GnP,10; 0.3,35,0.0419,70,,alumina,PoD,dry,,23,injection,0.063,6.53e-05,0.16,,,10.1016/j.compositesb.2019.01.014,mixed,high,PA66 + 10 wt% CF + 0.3 wt% GnP vs 3 mm radius ceramic ball; load 35 N; speed 100 rpm (0.0419 m/s); distance 70 m; Table 2 & Fig. 3,2026-09-01
GNPCFPBO2019,PA66,0,0,0,0,89.5,CF; GnP,10; 0.5,35,0.0419,70,,alumina,PoD,dry,,23,injection,0.083,1.27e-04,0.31,,,10.1016/j.compositesb.2019.01.014,mixed,high,PA66 + 10 wt% CF + 0.5 wt% GnP vs 3 mm radius ceramic ball; load 35 N; speed 100 rpm (0.0419 m/s); distance 70 m; Table 2 & Fig. 3,2026-09-01
GNPCFPBO2019,PA66,0,0,0,0,88.9,CF; GnP; PBO,10; 0.1; 1,35,0.0419,70,,alumina,PoD,dry,,23,injection,0.046,4.08e-05,0.10,,,10.1016/j.compositesb.2019.01.014,mixed,high,PA66 + 10 wt% CF + 0.1 wt% GnP + 1 wt% PBO vs 3 mm radius ceramic ball; load 35 N; speed 100 rpm (0.0419 m/s); distance 70 m; Table 2 & Fig. 4,2026-09-01
GNPCFPBO2019,PA66,0,0,0,0,88.7,CF; GnP; PBO,10; 0.3; 1,35,0.0419,70,,alumina,PoD,dry,,23,injection,0.045,4.90e-05,0.12,,,10.1016/j.compositesb.2019.01.014,mixed,high,PA66 + 10 wt% CF + 0.3 wt% GnP + 1 wt% PBO vs 3 mm radius ceramic ball; load 35 N; speed 100 rpm (0.0419 m/s); distance 70 m; Table 2 & Fig. 4,2026-09-01
GNPCFPBO2019,PA66,0,0,0,0,88.5,CF; GnP; PBO,10; 0.5; 1,35,0.0419,70,,alumina,PoD,dry,,23,injection,0.042,3.67e-05,0.09,,,10.1016/j.compositesb.2019.01.014,mixed,high,PA66 + 10 wt% CF + 0.5 wt% GnP + 1 wt% PBO vs 3 mm radius ceramic ball; load 35 N; speed 100 rpm (0.0419 m/s); distance 70 m; Table 2 & Fig. 4,2026-09-01
GOPOSS2020,PA6,100,0,0,0,0,,,12,0.04,288,,steel,BoP,dry,,23,cast,0.44,1.13e-06,,,,10.1016/j.triboint.2020.106747,mixed,high,Neat PA6 control; in-situ polymerization; 45# steel ball; 12 N load; 4 Hz (0.04 m/s); 2 h (288 m); Fig. 9 & Section 3.3,2026-09-01
GOPOSS2020,PA6,99.9,0,0,0,0,rGO-POSS,0.1,12,0.04,288,,steel,BoP,dry,,23,cast,0.08,6.50e-07,,,,10.1016/j.triboint.2020.106747,mixed,high,PA6 + 0.1 wt% rGO-POSS; in-situ polymerization; 45# steel ball; 12 N load; 4 Hz (0.04 m/s); 2 h (288 m); Fig. 9 & Section 3.3,2026-09-01
GOPOSS2020,PA6,99.7,0,0,0,0,rGO-POSS,0.3,12,0.04,288,,steel,BoP,dry,,23,cast,0.06,3.87e-07,,,,10.1016/j.triboint.2020.106747,mixed,high,PA6 + 0.3 wt% rGO-POSS; in-situ polymerization; 45# steel ball; 12 N load; 4 Hz (0.04 m/s); 2 h (288 m); Fig. 9 & Section 3.3,2026-09-01
GOPOSS2020,PA6,99.5,0,0,0,0,rGO-POSS,0.5,12,0.04,288,,steel,BoP,dry,,23,cast,0.07,4.80e-07,,,,10.1016/j.triboint.2020.106747,mixed,high,PA6 + 0.5 wt% rGO-POSS; in-situ polymerization; 45# steel ball; 12 N load; 4 Hz (0.04 m/s); 2 h (288 m); Fig. 9 & Section 3.3,2026-09-01
GOPOSS2020,PA6,99.3,0,0,0,0,rGO-POSS,0.7,12,0.04,288,,steel,BoP,dry,,23,cast,0.08,5.80e-07,,,,10.1016/j.triboint.2020.106747,mixed,high,PA6 + 0.7 wt% rGO-POSS; in-situ polymerization; 45# steel ball; 12 N load; 4 Hz (0.04 m/s); 2 h (288 m); Fig. 9 & Section 3.3,2026-09-01
GOPOSS2020,PA6,99.1,0,0,0,0,rGO-POSS,0.9,12,0.04,288,,steel,BoP,dry,,23,cast,0.24,8.50e-07,,,,10.1016/j.triboint.2020.106747,mixed,high,PA6 + 0.9 wt% rGO-POSS; in-situ polymerization; 45# steel ball; 12 N load; 4 Hz (0.04 m/s); 2 h (288 m); Fig. 9 & Section 3.3,2026-09-01
GRAF2026,PA66,0,30,0,0,70,,,20,0.07,800,,steel,PoD,dry,10,20,injection,0.155,,,,,10.1016/j.triboint.2026.112221,bar_chart,high,GF30-A; F10 dry state (<10% r.H.); 100Cr6 ball; 20 N; 0.07 m/s; 800 m run-in state (600-800 m); Fig. 7,2026-09-01
GRAF2026,PA66,0,30,0,0,70,,,20,0.07,800,,steel,PoD,humid,50,20,injection,0.168,,,,,10.1016/j.triboint.2026.112221,bar_chart,high,GF30-A; F50 lab state (50% r.H.); 100Cr6 ball; 20 N; 0.07 m/s; 800 m run-in state (600-800 m); Fig. 7,2026-09-01
GRAF2026,PA66,0,30,0,0,70,,,20,0.07,800,,steel,PoD,humid,75,20,injection,0.176,,,,,10.1016/j.triboint.2026.112221,bar_chart,high,GF30-A; F75 humid state (75% r.H.); 100Cr6 ball; 20 N; 0.07 m/s; 800 m run-in state (600-800 m); Fig. 7,2026-09-01
GRAF2026,PA66,0,30,0,0,70,,,20,0.07,800,,steel,PoD,humid,50,20,injection,0.152,,,,,10.1016/j.triboint.2026.112221,bar_chart,high,GF30-A; F50T tempered state (150 °C for 2 h + 50% r.H.); 100Cr6 ball; 20 N; 0.07 m/s; 800 m run-in state (600-800 m); Fig. 7,2026-09-01
GRAF2026,PA66,0,30,0,0,55,PTFE,15,20,0.07,800,,steel,PoD,dry,10,20,injection,0.067,,,,,10.1016/j.triboint.2026.112221,bar_chart,high,GF30-PTFE15-A; F10 dry state (<10% r.H.); 100Cr6 ball; 20 N; 0.07 m/s; 800 m run-in state (600-800 m); Fig. 7,2026-09-01
GRAF2026,PA66,0,30,0,0,55,PTFE,15,20,0.07,800,,steel,PoD,humid,50,20,injection,0.071,,,,,10.1016/j.triboint.2026.112221,bar_chart,high,GF30-PTFE15-A; F50 lab state (50% r.H.); 100Cr6 ball; 20 N; 0.07 m/s; 800 m run-in state (600-800 m); Fig. 7,2026-09-01
GRAF2026,PA66,0,30,0,0,55,PTFE,15,20,0.07,800,,steel,PoD,humid,50,20,injection,0.066,,,,,10.1016/j.triboint.2026.112221,bar_chart,high,GF30-PTFE15-A; F50T tempered state (150 °C for 2 h + 50% r.H.); 100Cr6 ball; 20 N; 0.07 m/s; 800 m run-in state (600-800 m); Fig. 7,2026-09-01
GRAF2026,PA66,0,30,0,2,68,,,20,0.07,800,,steel,PoD,dry,10,20,injection,0.166,,,,,10.1016/j.triboint.2026.112221,bar_chart,high,GF30-Mo2-A; F10 dry state (<10% r.H.); 100Cr6 ball; 20 N; 0.07 m/s; 800 m run-in state (600-800 m); Fig. 7,2026-09-01
GRAF2026,PA66,0,30,0,2,68,,,20,0.07,800,,steel,PoD,humid,50,20,injection,0.171,,,,,10.1016/j.triboint.2026.112221,bar_chart,high,GF30-Mo2-A; F50 lab state (50% r.H.); 100Cr6 ball; 20 N; 0.07 m/s; 800 m run-in state (600-800 m); Fig. 7,2026-09-01
GRAF2026,PA66,0,30,0,2,68,,,20,0.07,800,,steel,PoD,humid,75,20,injection,0.174,,,,,10.1016/j.triboint.2026.112221,bar_chart,high,GF30-Mo2-A; F75 humid state (75% r.H.); 100Cr6 ball; 20 N; 0.07 m/s; 800 m run-in state (600-800 m); Fig. 7,2026-09-01
GRAF2026,PA66,0,30,0,2,68,,,20,0.07,800,,steel,PoD,humid,50,20,injection,0.165,,,,,10.1016/j.triboint.2026.112221,bar_chart,high,GF30-Mo2-A; F50T tempered state (150 °C for 2 h + 50% r.H.); 100Cr6 ball; 20 N; 0.07 m/s; 800 m run-in state (600-800 m); Fig. 7,2026-09-01
GRAF2026,PA66,0,30,5,0,65,,,20,0.07,800,,steel,PoD,dry,10,20,injection,0.150,,,,,10.1016/j.triboint.2026.112221,bar_chart,high,GF30-G5-S; F10 dry state (<10% r.H.); 100Cr6 ball; 20 N; 0.07 m/s; 800 m run-in state (600-800 m); Fig. 7,2026-09-01
GRAF2026,PA66,0,30,5,0,65,,,20,0.07,800,,steel,PoD,humid,50,20,injection,0.173,,,,,10.1016/j.triboint.2026.112221,bar_chart,high,GF30-G5-S; F50 lab state (50% r.H.); 100Cr6 ball; 20 N; 0.07 m/s; 800 m run-in state (600-800 m); Fig. 7,2026-09-01
GRAF2026,PA66,0,30,5,0,65,,,20,0.07,800,,steel,PoD,humid,75,20,injection,0.175,,,,,10.1016/j.triboint.2026.112221,bar_chart,high,GF30-G5-S; F75 humid state (75% r.H.); 100Cr6 ball; 20 N; 0.07 m/s; 800 m run-in state (600-800 m); Fig. 7,2026-09-01
GRAF2026,PA66,0,30,0,0,65,polymer lubricant,5,20,0.07,800,,steel,PoD,dry,10,20,injection,0.077,,,,,10.1016/j.triboint.2026.112221,bar_chart,high,GF30-PO-S (Lubriloy RF206); F10 dry state (<10% r.H.); 100Cr6 ball; 20 N; 0.07 m/s; 800 m run-in state (600-800 m); Fig. 7,2026-09-01
GRAF2026,PA66,0,30,0,0,65,polymer lubricant,5,20,0.07,800,,steel,PoD,humid,50,20,injection,0.082,,,,,10.1016/j.triboint.2026.112221,bar_chart,high,GF30-PO-S (Lubriloy RF206); F50 lab state (50% r.H.); 100Cr6 ball; 20 N; 0.07 m/s; 800 m run-in state (600-800 m); Fig. 7,2026-09-01
GRAF2026,PA66,0,30,0,0,65,polymer lubricant,5,20,0.07,800,,steel,PoD,humid,75,20,injection,0.086,,,,,10.1016/j.triboint.2026.112221,bar_chart,high,GF30-PO-S (Lubriloy RF206); F75 humid state (75% r.H.); 100Cr6 ball; 20 N; 0.07 m/s; 800 m run-in state (600-800 m); Fig. 7,2026-09-01
GRAF2026,PA66,0,30,0,0,65,polymer lubricant,5,20,0.07,800,,steel,PoD,humid,50,20,injection,0.078,,,,,10.1016/j.triboint.2026.112221,bar_chart,high,GF30-PO-S (Lubriloy RF206); F50T tempered state (150 °C for 2 h + 50% r.H.); 100Cr6 ball; 20 N; 0.07 m/s; 800 m run-in state (600-800 m); Fig. 7,2026-09-01
IJEMS2018,PA6,100,0,0,0,0,,,5,0.5,1000,,steel,PoD,dry,67,23,injection,0.363,0.0000176,,,,nopr.niscpr.res.in/handle/123456789/41434,table,high,Taguchi L16 run 1; neat PA6 pin vs AISI D2 steel disc; Table 4,2026-09-01
IJEMS2018,PA6,100,0,0,0,0,,,10,1.0,1000,,steel,PoD,dry,67,23,injection,0.266,0.0000176,,,,nopr.niscpr.res.in/handle/123456789/41434,table,high,Taguchi L16 run 2; neat PA6 pin vs AISI D2 steel disc; Table 4,2026-09-01
IJEMS2018,PA6,100,0,0,0,0,,,15,1.5,1000,,steel,PoD,dry,67,23,injection,0.260,0.0000294,,,,nopr.niscpr.res.in/handle/123456789/41434,table,high,Taguchi L16 run 3; neat PA6 pin vs AISI D2 steel disc; Table 4,2026-09-01
IJEMS2018,PA6,100,0,0,0,0,,,20,2.0,1000,,steel,PoD,dry,67,23,injection,0.231,0.0000442,,,,nopr.niscpr.res.in/handle/123456789/41434,table,high,Taguchi L16 run 4; neat PA6 pin vs AISI D2 steel disc; Table 4,2026-09-01
IJEMS2018,PA6,90,10,0,0,0,,,5,1.0,1000,,steel,PoD,dry,67,23,injection,0.255,0.0000166,,,,nopr.niscpr.res.in/handle/123456789/41434,table,high,Taguchi L16 run 5; PA6 + 10 wt% GF pin vs AISI D2 steel disc; Table 4,2026-09-01
IJEMS2018,PA6,90,10,0,0,0,,,10,0.5,1000,,steel,PoD,dry,67,23,injection,0.248,0.0000166,,,,nopr.niscpr.res.in/handle/123456789/41434,table,high,Taguchi L16 run 6; PA6 + 10 wt% GF pin vs AISI D2 steel disc; Table 4,2026-09-01
IJEMS2018,PA6,90,10,0,0,0,,,15,2.0,1000,,steel,PoD,dry,67,23,injection,0.213,0.0000389,,,,nopr.niscpr.res.in/handle/123456789/41434,table,high,Taguchi L16 run 7; PA6 + 10 wt% GF pin vs AISI D2 steel disc; Table 4,2026-09-01
IJEMS2018,PA6,90,10,0,0,0,,,20,1.5,1000,,steel,PoD,dry,67,23,injection,0.195,0.0000333,,,,nopr.niscpr.res.in/handle/123456789/41434,table,high,Taguchi L16 run 8; PA6 + 10 wt% GF pin vs AISI D2 steel disc; Table 4,2026-09-01
IJEMS2018,PA6,80,20,0,0,0,,,5,1.5,1000,,steel,PoD,dry,67,23,injection,0.185,0.0000314,,,,nopr.niscpr.res.in/handle/123456789/41434,table,high,Taguchi L16 run 9; PA6 + 20 wt% GF pin vs AISI D2 steel disc; Table 4,2026-09-01
IJEMS2018,PA6,80,20,0,0,0,,,10,2.0,1000,,steel,PoD,dry,67,23,injection,0.191,0.0000315,,,,nopr.niscpr.res.in/handle/123456789/41434,table,high,Taguchi L16 run 10; PA6 + 20 wt% GF pin vs AISI D2 steel disc; Table 4,2026-09-01
IJEMS2018,PA6,80,20,0,0,0,,,15,0.5,1000,,steel,PoD,dry,67,23,injection,0.169,0.0000104,,,,nopr.niscpr.res.in/handle/123456789/41434,table,high,Taguchi L16 run 11; PA6 + 20 wt% GF pin vs AISI D2 steel disc; Table 4,2026-09-01
IJEMS2018,PA6,80,20,0,0,0,,,20,1.0,1000,,steel,PoD,dry,67,23,injection,0.165,0.0000157,,,,nopr.niscpr.res.in/handle/123456789/41434,table,high,Taguchi L16 run 12; PA6 + 20 wt% GF pin vs AISI D2 steel disc; Table 4,2026-09-01
IJEMS2018,PA6,70,30,0,0,0,,,5,2.0,1000,,steel,PoD,dry,67,23,injection,0.184,0.0000296,,,,nopr.niscpr.res.in/handle/123456789/41434,table,high,Taguchi L16 run 13; PA6 + 30 wt% GF pin vs AISI D2 steel disc; Table 4,2026-09-01
IJEMS2018,PA6,70,30,0,0,0,,,10,1.5,1000,,steel,PoD,dry,67,23,injection,0.151,0.0000222,,,,nopr.niscpr.res.in/handle/123456789/41434,table,high,Taguchi L16 run 14; PA6 + 30 wt% GF pin vs AISI D2 steel disc; Table 4,2026-09-01
IJEMS2018,PA6,70,30,0,0,0,,,15,1.0,1000,,steel,PoD,dry,67,23,injection,0.163,0.0000197,,,,nopr.niscpr.res.in/handle/123456789/41434,table,high,Taguchi L16 run 15; PA6 + 30 wt% GF pin vs AISI D2 steel disc; Table 4,2026-09-01
IJEMS2018,PA6,70,30,0,0,0,,,20,0.5,1000,,steel,PoD,dry,67,23,injection,0.146,0.0000111,,,,nopr.niscpr.res.in/handle/123456789/41434,table,high,Taguchi L16 run 16; PA6 + 30 wt% GF pin vs AISI D2 steel disc; Table 4,2026-09-01
IJEMS2018,PA6,70,30,0,0,0,,,20,1.5,1000,,steel,PoD,dry,67,23,injection,0.142,0.0000150,,,,nopr.niscpr.res.in/handle/123456789/41434,table,high,Confirmation test A4B4C3 (optimal COF); PA6 + 30 wt% GF pin vs AISI D2 steel disc; Table 9,2026-09-01
IJEMS2018,PA6,70,30,0,0,0,,,10,0.5,1000,,steel,PoD,dry,67,23,injection,0.155,0.0000105,,,,nopr.niscpr.res.in/handle/123456789/41434,table,high,Confirmation test A4B2C1 (optimal wear rate); PA6 + 30 wt% GF pin vs AISI D2 steel disc; Table 9,2026-09-01
JAPIC2022,PA6,70,30,0,0,,,,6,,,,,,dry,,25,injection,0.292,5.49e-7,,,,10.1155/2022/9974889,table,high,Sample A (PA6/GF); rotation frequency 7.234 Hz,2026-09-01
JAPIC2022,PA6,68.6,29.4,2,0,,,,6,,,,,,dry,,25,injection,0.277,6.66e-7,,,,10.1155/2022/9974889,table,high,Sample B2 (PA6/GF/2%EG5); EG particle size ~5 um; rotation frequency 7.234 Hz,2026-09-01
JAPIC2022,PA6,65.8,28.2,6,0,,,,6,,,,,,dry,,25,injection,0.285,9.35e-7,,,,10.1155/2022/9974889,table,high,Sample B6 (PA6/GF/6%EG5); EG particle size ~5 um; rotation frequency 7.234 Hz,2026-09-01
JAPIC2022,PA6,63,27,10,0,,,,6,,,,,,dry,,25,injection,0.270,1.877e-6,,,,10.1155/2022/9974889,table,high,Sample B10 (PA6/GF/10%EG5); EG particle size ~5 um; rotation frequency 7.234 Hz,2026-09-01
JAPIC2022,PA6,65.8,28.2,6,0,,,,6,,,,,,dry,,25,injection,0.283,6.27e-7,,,,10.1155/2022/9974889,table,high,Sample C6 (PA6/GF/6%EG1000); EG particle size ~1000 um; rotation frequency 7.234 Hz,2026-09-01
JAPIC2022,PA6,63,27,10,0,,,,6,,,,,,dry,,25,injection,0.301,6.96e-7,,,,10.1155/2022/9974889,table,high,Sample C10 (PA6/GF/10%EG1000); EG particle size ~1000 um; rotation frequency 7.234 Hz,2026-09-01
JOZWIK2020,PA6,85,0,0,0,0,oil,15,10,0.801,1001.4,,alumina,PoD,dry,,,cast,0.12,0.000160,1.6,1.8,,10.3390/ma13010075,bar_chart,high,"Sample P1.1; PA6-G with 15 wt% oil vs Al2O3 ball (dia 6mm); 450 rpm on r=17mm (0.801 m/s); 1250 s (1001.4 m); 10 N; Figs 13, 14, 16, 19",2026-09-01
JOZWIK2020,PA6,85,0,0,0,0,oil,15,20,0.801,1001.4,,alumina,PoD,dry,,,cast,0.10,0.000015,0.3,0.3,,10.3390/ma13010075,bar_chart,high,"Sample P1; PA6-G with 15 wt% oil vs Al2O3 ball (dia 6mm); 450 rpm on r=17mm (0.801 m/s); 1250 s (1001.4 m); 20 N; Figs 14, 16, 19",2026-09-01
JOZWIK2020,PA6,85,0,0,0,0,oil,15,30,0.801,1001.4,,alumina,PoD,dry,,,cast,0.09,0.000120,3.6,4.1,29.0,10.3390/ma13010075,bar_chart,high,"Sample P1.2; PA6-G with 15 wt% oil vs Al2O3 ball (dia 6mm); 450 rpm on r=17mm (0.801 m/s); 1250 s (1001.4 m); 30 N; Figs 10, 13, 14, 16, 19",2026-09-01
JOZWIK2020,PA6,80,0,0,20,0,,,10,0.801,1001.4,,alumina,PoD,dry,,,cast,0.11,0.000240,2.4,2.8,,10.3390/ma13010075,bar_chart,high,"Sample P2.1; PA6-G with 20 wt% MoS2 vs Al2O3 ball (dia 6mm); 450 rpm on r=17mm (0.801 m/s); 1250 s (1001.4 m); 10 N; Figs 13, 14, 16, 19",2026-09-01
JOZWIK2020,PA6,80,0,0,20,0,,,20,0.801,1001.4,,alumina,PoD,dry,,,cast,0.10,0.000150,3.0,3.5,,10.3390/ma13010075,bar_chart,high,"Sample P2; PA6-G with 20 wt% MoS2 vs Al2O3 ball (dia 6mm); 450 rpm on r=17mm (0.801 m/s); 1250 s (1001.4 m); 20 N; Figs 14, 16, 19",2026-09-01
JOZWIK2020,PA6,80,0,0,20,0,,,30,0.801,1001.4,,alumina,PoD,dry,,,cast,0.09,0.000133,4.0,4.6,31.5,10.3390/ma13010075,bar_chart,high,"Sample P2.2; PA6-G with 20 wt% MoS2 vs Al2O3 ball (dia 6mm); 450 rpm on r=17mm (0.801 m/s); 1250 s (1001.4 m); 30 N; Figs 10, 13, 14, 16, 19",2026-09-01
KARATAS2019,PA66,0,0,0,0,100,,,35,0.0419,70,,other,PoD,dry,,,injection,0.43,,0.73,,,10.1016/j.compositesb.2019.01.014,mixed,medium,Wear volume from Table 2; COF estimated from Fig 1 line graph at steady state,2026-09-01
KARATAS2019,PA66,0,0,0,0,90,CF,10,35,0.0419,70,,other,PoD,dry,,,injection,0.08,,0.35,,,10.1016/j.compositesb.2019.01.014,mixed,medium,Wear volume from Table 2; COF estimated from Fig 2 line graph at steady state,2026-09-01
KARATAS2019,PA66,0,0,0,0,99.9,GNP,0.1,35,0.0419,70,,other,PoD,dry,,,injection,0.17,,0.17,,,10.1016/j.compositesb.2019.01.014,mixed,medium,Wear volume from Table 2; COF estimated from Fig 1 line graph at steady state,2026-09-01
KARATAS2019,PA66,0,0,0,0,99.7,GNP,0.3,35,0.0419,70,,other,PoD,dry,,,injection,0.25,,0.32,,,10.1016/j.compositesb.2019.01.014,mixed,medium,Wear volume from Table 2; COF estimated from Fig 1 line graph at steady state,2026-09-01
KARATAS2019,PA66,0,0,0,0,99.5,GNP,0.5,35,0.0419,70,,other,PoD,dry,,,injection,0.19,,0.33,,,10.1016/j.compositesb.2019.01.014,mixed,medium,Wear volume from Table 2; COF estimated from Fig 1 line graph at steady state,2026-09-01
KARATAS2019,PA66,0,0,0,0,89.9,CF; GNP,10; 0.1,35,0.0419,70,,other,PoD,dry,,,injection,0.065,,0.15,,,10.1016/j.compositesb.2019.01.014,mixed,medium,Wear volume from Table 2; COF estimated from Fig 3 line graph at steady state,2026-09-01
KARATAS2019,PA66,0,0,0,0,89.7,CF; GNP,10; 0.3,35,0.0419,70,,other,PoD,dry,,,injection,0.06,,0.16,,,10.1016/j.compositesb.2019.01.014,mixed,medium,Wear volume from Table 2; COF estimated from Fig 3 line graph at steady state,2026-09-01
KARATAS2019,PA66,0,0,0,0,89.5,CF; GNP,10; 0.5,35,0.0419,70,,other,PoD,dry,,,injection,0.085,,0.31,,,10.1016/j.compositesb.2019.01.014,mixed,medium,Wear volume from Table 2; COF estimated from Fig 3 line graph at steady state,2026-09-01
KARATAS2019,PA66,0,0,0,0,88.9,CF; GNP; PBO,10; 0.1; 1,35,0.0419,70,,other,PoD,dry,,,injection,0.045,,0.10,,,10.1016/j.compositesb.2019.01.014,mixed,medium,Wear volume from Table 2; COF estimated from Fig 4 line graph at steady state,2026-09-01
KARATAS2019,PA66,0,0,0,0,88.7,CF; GNP; PBO,10; 0.3; 1,35,0.0419,70,,other,PoD,dry,,,injection,0.035,,0.12,,,10.1016/j.compositesb.2019.01.014,mixed,medium,Wear volume from Table 2; COF estimated from Fig 4 line graph at steady state,2026-09-01
KARATAS2019,PA66,0,0,0,0,88.5,CF; GNP; PBO,10; 0.5; 1,35,0.0419,70,,other,PoD,dry,,,injection,0.025,,0.09,,,10.1016/j.compositesb.2019.01.014,mixed,medium,Wear volume from Table 2; COF estimated from Fig 4 line graph at steady state,2026-09-01
KHAKBAZ2024,PA6,100,0,0,0,,,,15,0.0009594947562838827,220,,other,PoD,dry,,25,injection,0.76,,,0.012,,10.1016/j.polymdegradstab.2024.110870,bar_chart,medium,Unconditioned sample tested in dry medium; mass loss reported in g; Converted from rpm to m/s using 50 mm disc diameter,2026-09-01
